,CSAIRAD.EMPLOYERS.REGISTERED.M,CSAIRAD.EMPLOYERS.UPLOADEDROSTER.M,CSAIRAD.EMPLOYERS.STARTEDPAYROLLDEDUCTIONS.M,CSAIRAD.EMPLOYERS.FACILITATINGDEDUCTIONS.M,CSAIRAD.EMPLOYERS.EXEMPTED.M,CSAIRAD.PARTICIPANTS.FUNDEDACCOUNTS.M,CSAIRAD.PARTICIPANTS.PAYROLLCONTRIBUTINGACCOUNTS.M,CSAIRAD.PARTICIPANTS.MULTIPLEEMPLOYERACCOUNTS.M,CSAIRAD.PARTICIPANTS.SELFENROLLEDFUNDEDACCOUNTS.M,CSAIRAD.PARTICIPANTS.EFFECTIVEOPTOUTRATE.M,CSAIRAD.FUNDING.TOTALASSETS.M,CSAIRAD.FUNDING.AVGFUNDEDACCOUNTBAL.M,CSAIRAD.FUNDING.TTLCONTRIBUTIONSAMOUNT.M,CSAIRAD.FUNDING.AVGMONTHLYCONTRIBUTIONAMOUNT.M,CSAIRAD.FUNDING.MEDIANMONTHLYCONTRIBUTIONAMOUNT.M,CSAIRAD.FUNDING.AVERAGECONTRIBUTIONRATE.M,CSAIRAD.FUNDING.AMOUNTWITHDRAWALS.M,CSAIRAD.FUNDING.ACCOUNTSWITHFULLWITHDRAWAL.M,CSAIRAD.FUNDING.ACCOUNTSWITHPARTIALWITHDRAWAL.M,CSAIRAD.FUNDING.WITHDRAWALRATE.M
,"Employers, Employers Registered","Employers, Employers That Uploaded Roster","Employers, Employers That Started Payroll Deductions","Employers, Employers Facilitating Deductions (last 90 days)","Employers, Exempted Employers","Participants, Funded Accounts","Participants, Payroll Contributing Accounts","Participants, Multiple Employer Accounts","Participants, Self-Enrolled Funded Accounts","Participants, Effective Opt-Out Rate","Funding, Total Assets","Funding, Average Funded Account Balance","Funding, Total Contributions Amount (cumulative)","Funding, Average Monthly Contribution Amount","Funding, Median Monthly Contribution Amount","Funding, Average Contribution Rate","Funding, Amount of Withdrawals (cumulative)","Funding, Accounts with a Full Withdrawal (cumulative)","Funding, Accounts with a Partial Withdrawal (cumulative)","Funding, Withdrawal Rate"
2026-08,282576,253879,79795,51485,268571,662734,794973,127858,3568,34.43,1950268841.0,2943.0,2091719418.0,203.0,151.0,5.24,675647142.0,205784,41864,25.89
